Age,SLOCAsItIs,SLOCNoCommentPrettyPrinter,SLOCStandard,CommentCodeRation,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,McCabeWOCases,IndentSTD,MaximumBlockDepth,totalFanOut,uniqueFanOut,n1,n2,N1,N2,Vocabulary,Length,Volume,Difficulty,Effort,Time,HalsteadBugs,MaintainabilityIndex,isPrivate,isProtected,isDefault,isPublic,isStatic,isAbstract,isGetterSetter,SATD,Parameters,LocalVariables,EnclosedExpressions,MaxEnclosedNesting,Developers,ChangeAtMethodAge,ProjectAge,CommitDate-ProjectFirstDate,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledCommit,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file
2606,6,6,6,0,0.592754423618317,0.445432196704953,2,1,3,2,2,2.75,1,2,1,19,4,32,4,23,36,162.84824,9.5,1547.0582,85.94768,0.054282747,115.030838012695,0,0,0,1,0,0,0,0,0,0,1,1,jfarcand,0,1106,07/05/13-27/04/10,0,0,0,0,0,0,0,0,0,2739.json
2485,4#4#3,3#3#3,3#3#3,0.0#0.0#0.0,0.33126595616340637#0.6191798448562622#0.09717942029237747,0.17535066894755807#0.4771842436194675#0.3959379002764008,0#0#0,0#0#0,0#0#0,1#1#1,1#1#1,1.89#1.89#1.89,0#0#0,2#2#2,2#2#2,18.0#17.0#17.0,5.0#3.0#3.0,27.0#21.0#21.0,7.0#5.0#5.0,23.0#20.0#20.0,34.0#26.0#26.0,153.8011#112.37013#112.37013,12.599999#14.166666#14.166666,1937.8938#1591.9102#1591.9102,107.66077#88.43945#88.43945,0.051267035#0.03745671#0.03745671,126.78704833984375#128.41912841796875#128.41912841796875,0#0#0,0#0#0,0#0#0,1#1#1,0#0#0,0#0#0,0#0#0,0#0#0,3#2#2,0#0#0,0#0#0,0#0#0,jfarcand#jfarcand#jfarcand,0#5#126,1227#1232#1353,05/09/13-27/04/10#10/09/13-27/04/10#09/01/14-27/04/10,0#2#1,0#4#2,0#48#12,0#48#11,0#18#51,0#18#51,0#0#0,0#0#1,0#0#1,2301.json
2606,5#9#13#15,3#7#11#13,3#7#11#13,0.6666666666666666#0.2857142857142857#0.18181818181818182#0.15384615384615385,0.7254550457000732#0.49638885259628296#0.12067574262619019#0.052890557795763016,0.36431676218534675#0.40290467699336674#0.03386481161527954#0.0040152398728096495,0#0#0#0,0#0#0#0,0#0#0#0,1#2#3#4,1#2#3#4,1.96#2.67#3.72#3.73,0#1#2#2,2#2#4#5,2#2#4#4,17.0#20.0#24.0#25.0,6.0#4.0#8.0#9.0,24.0#36.0#56.0#70.0,7.0#6.0#11.0#13.0,23.0#24.0#32.0#34.0,31.0#42.0#67.0#83.0,140.23042#192.56842#335.0#422.25943,9.916666#15.0#16.5#18.055555,1390.6183#2888.5264#5527.5#7624.1284,77.25657#160.4737#307.08334#423.56268,0.046743475#0.06418947#0.111666664#0.14075315,127.26738739013672#111.66191101074219#101.23062133789062#97.0905990600586,1#1#1#1,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,0#0#0#0,0#0#0#0,0#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand,0#270#287#289,1106#1376#1393#1395,07/05/13-27/04/10#01/02/14-27/04/10#18/02/14-27/04/10#20/02/14-27/04/10,0#8#5#3,0#12#6#4,0#219#150#114,0#129#134#102,0#1#1#1,0#1#1#1,0#0#0#0,0#1#1#1,0#1#1#1,2710.json
2485,9#11,9#11,9#11,0.0#0.0,8.661192841827869E-4#0.001632196013815701,1.8157823619325194E-4#1.0151572552356467E-4,2#3,1#2,3#5,2#3,2#3,3.14#3.56,1#2,7#8,5#6,22.0#23.0,11.0#11.0,67.0#74.0,20.0#21.0,33.0#34.0,87.0#95.0,438.86227#483.309,20.0#21.954546,8777.245#10610.829,487.62473#589.4905,0.14628743#0.161103,103.30719757080078#99.3246841430664,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,1#1,0#0,0#0,jfarcand#jfarcand,0#34,1227#1261,05/09/13-27/04/10#09/10/13-27/04/10,0#3,0#4,0#62,0#53,0#5,0#5,0#0,0#0,0#0,152.json
1821,3,3,3,0,0.18164487183094,0.980189942099343,0,0,0,1,1,1.89,0,0,0,9,2,10,2,11,12,41.51318,4.5,186.80931,10.378295,0.013837727,133.597229003906,0,0,0,1,0,0,1,0,0,0,0,0,jfarcand,0,1891,01/07/15-27/04/10,0,0,0,0,0,0,0,0,0,452.json
2907,4#4,4#4,4#4,0.0#0.0,0.6728765964508057#0.599592387676239,0.8424740372171033#0.8895884188455973,0#0,0#0,0#0,1#1,1#1,2.0#2.0,0#0,1#2,1#2,13.0#13.0,3.0#2.0,16.0#18.0,4.0#3.0,16.0#15.0,20.0#21.0,80.0#82.0447,8.666667#9.75,693.3334#799.93585,38.51852#44.44088,0.026666667#0.027348233,125.5254898071289#125.39425659179688,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,0#0,0#0,0#0,Jeanfrancois Arcand#Jeanfrancois Arcand,0#853,805#1658,10/07/12-27/04/10#10/11/14-27/04/10,0#4,0#8,0#51,0#22,0#14,0#14,0#0,0#1,0#1,84.json
2242,4,4,4,0,0.103081822395325,0.454134152236299,0,0,0,1,1,2,0,1,1,14,4,20,8,18,28,116.757904,14,1634.6106,90.8117,0.0389193,123.559501647949,0,0,0,1,0,0,0,0,2,0,0,0,jfarcand,0,1470,06/05/14-27/04/10,0,0,0,0,0,0,0,0,0,855.json
2343,15#19#12,15#17#11,14#16#10,0.0#0.0#0.0,0.13686580955982208#0.25986602902412415#0.1276416927576065,0.02295490843455355#0.012729580175923922#0.0015792930106860875,1#2#2,1#2#2,2#4#4,4#3#3,4#3#3,3.61#4.58#2.53,2#2#1,5#7#7,5#6#6,27.0#33.0#30.0,9.0#9.0#10.0,57.0#68.0#60.0,16.0#14.0#15.0,36.0#42.0#40.0,73.0#82.0#75.0,377.40454#442.17#399.1446,24.0#25.666668#22.5,9057.709#11349.031#8980.753,503.20605#630.5017#498.93073,0.12580152#0.14739001#0.13304819,96.4740219116211#93.71725463867188#101.86363983154297,0#0#0,0#0#0,0#0#0,1#1#1,0#0#0,0#0#0,0#0#0,0#0#0,1#1#1,1#1#1,0#0#0,0#0#0,jfarcand#jfarcand#jfarcand,0#300#2316,1368#1668#3685,24/01/14-27/04/10#20/11/14-27/04/10#29/05/20-27/04/10,0#14#2,0#24#11,0#233#171,0#215#133,0#13#101,0#13#101,0#0#0,0#1#0,0#1#0,3045.json
2032,8#6#6,8#6#6,8#6#6,0.0#0.0#0.0,0.45482680201530457#0.6641877293586731#0.7842645049095154,0.4826617782296413#0.5871659572260965#0.5898664306186919,1#1#1,1#1#1,2#2#2,2#2#2,2#2#2,2.83#2.75#2.75,1#1#1,3#2#2,3#2#2,20.0#18.0#18.0,4.0#4.0#4.0,31.0#25.0#25.0,10.0#8.0#8.0,24.0#22.0#22.0,41.0#33.0#33.0,187.98346#147.16124#147.16124,25.0#18.0#18.0,4699.5864#2648.9023#2648.9023,261.08813#147.16124#147.16124,0.062661156#0.049053747#0.049053747,109.62400817871094#115.55754852294922#115.55754852294922,0#0#0,0#0#0,0#0#0,1#1#1,0#0#0,0#0#0,0#0#0,0#0#0,2#2#2,1#1#1,0#0#0,0#0#0,jfarcand#jfarcand#jfarcand,0#0#1,1679#1679#1680,01/12/14-27/04/10#01/12/14-27/04/10#02/12/14-27/04/10,0#1#1,0#4#2,0#56#4,0#48#4,0#1#1,0#1#1,0#0#0,0#0#1,0#0#1,1423.json
2162,3,3,3,0,0.752012729644775,0.951681316966343,0,0,0,1,1,1.89,0,0,0,12,4,13,4,16,17,68,6,408,22.666666,0.022666667,131.031036376953,0,0,0,1,0,0,0,0,0,0,0,0,"DROUET, Guillaume",0,1550,25/07/14-27/04/10,0,0,0,0,0,0,0,0,0,3127.json
2120,4,4,4,0,0.116854704916477,0.852019508581739,0,0,0,1,1,2,0,0,0,13,2,16,4,15,20,78.13781,13,1015.7915,56.43286,0.026045937,125.647964477539,0,0,0,1,0,0,0,0,1,0,0,0,jfarcand,0,1592,05/09/14-27/04/10,0,0,0,0,0,0,0,0,0,898.json
2703,2#3#3,2#2#2,2#2#2,0.0#0.0#0.0,0.9585047960281372#0.9984491467475891#0.9983713030815125,0.985949526983594#0.989908515929319#0.9797538852708092,0#0#0,0#0#0,0#0#0,1#1#1,1#1#1,0.0#0.0#0.0,0#0#0,0#0#0,0#0#0,7.0#7.0#7.0,1.0#1.0#1.0,8.0#8.0#8.0,1.0#1.0#1.0,8.0#8.0#8.0,9.0#9.0#9.0,27.0#27.0#27.0,3.5#3.5#3.5,94.5#94.5#94.5,5.25#5.25#5.25,0.009#0.009#0.009,142.4026641845703#142.4026641845703#142.4026641845703,0#0#0,0#0#0,0#0#0,1#1#1,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,jfarcand#jfarcand#jfarcand,0#79#79,1008#1088#1088,29/01/13-27/04/10#19/04/13-27/04/10#19/04/13-27/04/10,0#1#2,0#1#4,0#1#8,0#0#0,0#28#8,0#26#0,0#0#0,0#1#1,0#1#1,2191.json
2907,2#2,2#2,2#2,0.0#0.0,0.9272439479827881#0.9272439479827881,0.9432931475831566#0.9432931475831566,0#0,0#0,0#0,1#1,1#1,0.0#0.0,0#0,0#0,0#0,8.0#8.0,2.0#2.0,9.0#9.0,2.0#2.0,10.0#10.0,11.0#11.0,36.541206#36.541206,4.0#4.0,146.16483#146.16483,8.120268#8.120268,0.012180402#0.012180402,140.82913208007812#140.82913208007812,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,0#0,0#0,0#0,Jeanfrancois Arcand#jfarcand,0#864,805#1669,10/07/12-27/04/10#21/11/14-27/04/10,0#0,0#0,0#0,0#0,0#32,0#13,0#0,0#1,0#1,614.json
2690,3,3,3,0,0.50165581703186,0.895857215201695,0,0,0,1,1,1.89,0,0,0,11,2,12,3,13,15,55.506596,8.25,457.9294,25.440523,0.018502198,132.086669921875,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,1021,11/02/13-27/04/10,0,0,0,0,0,0,0,0,0,1605.json
2690,75#76#59#59#59#61#60#61#60#60#61#61,56#57#44#44#44#46#45#45#44#44#45#45,58#59#45#45#45#47#46#46#45#45#46#46,0.15517241379310345#0.15254237288135594#0.15555555555555556#0.15555555555555556#0.15555555555555556#0.14893617021276595#0.15217391304347827#0.15217391304347827#0.15555555555555556#0.15555555555555556#0.15217391304347827#0.15217391304347827,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0,1.1567572999860166E-27#5.118832140481134E-29#7.225805195080526E-21#3.1586563481883174E-21#5.824929029195461E-21#1.4647981767429128E-22#9.964775133214981E-22#2.7700606943015678E-21#1.5739129817243582E-20#1.890727854361235E-20#3.3251225600074858E-21#5.124594484186681E-21,17#17#13#13#13#13#13#13#13#13#13#13,23#23#18#18#18#18#18#18#18#18#18#17,40#40#31#31#31#31#31#31#31#31#31#30,16#16#13#13#13#13#13#13#13#13#13#13,16#16#13#13#13#13#13#13#13#13#13#13,3.69#3.69#3.29#3.29#3.29#3.23#3.24#3.24#3.27#3.27#3.24#3.24,3#3#3#3#3#3#3#3#3#3#3#3,51#53#37#37#37#39#37#37#36#36#37#37,31#32#22#22#22#22#21#21#21#21#21#21,69.0#70.0#59.0#60.0#60.0#60.0#59.0#59.0#59.0#59.0#59.0#59.0,33.0#35.0#31.0#31.0#30.0#31.0#30.0#29.0#29.0#28.0#28.0#28.0,300.0#309.0#248.0#249.0#248.0#260.0#253.0#252.0#246.0#246.0#251.0#249.0,126.0#130.0#86.0#88.0#87.0#95.0#93.0#92.0#88.0#88.0#93.0#93.0,102.0#105.0#90.0#91.0#90.0#91.0#89.0#88.0#88.0#87.0#87.0#87.0,426.0#439.0#334.0#337.0#335.0#355.0#346.0#344.0#334.0#334.0#344.0#342.0,2842.4531#2947.5537#2168.279#2193.127#2174.7708#2310.267#2240.6038#2222.0444#2157.4502#2151.943#2216.3726#2203.4868,131.72726#130.0#81.83871#85.161285#87.0#91.935486#91.45#93.586205#89.51724#92.71429#97.98214#97.98214,374428.56#383181.97#177449.16#186769.52#189205.06#212395.53#204903.2#207952.7#193128.98#199515.88#217164.92#215902.36,20801.586#21287.887#9858.286#10376.084#10511.393#11799.752#11383.512#11552.928#10729.388#11084.215#12064.718#11994.575,0.9474844#0.9825179#0.72275966#0.7310423#0.7249236#0.77008903#0.7468679#0.74068147#0.71915007#0.71731436#0.73879087#0.7344956,60.18822479248047#59.72249221801758#66.39728546142578#66.3380355834961#66.3817367553711#65.36299133300781#65.87060546875#65.91385650634766#66.4233169555664#66.43660736083984#65.9271469116211#65.95746612548828,0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2#2#2#2,9#9#5#5#5#5#5#5#5#5#5#5,0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0,jfarcand#le roy arnaud#jfarcand#Stephane Maldini#jfarcand#jfarcand#jfarcand#jfarcand#Artur#jfarcand#Katri Haapalinna#jfarcand,0#141#206#254#405#414#462#662#673#696#1824#2663,1021#1163#1228#1276#1427#1436#1484#1683#1694#1717#2845#3685,11/02/13-27/04/10#03/07/13-27/04/10#06/09/13-27/04/10#24/10/13-27/04/10#24/03/14-27/04/10#02/04/14-27/04/10#20/05/14-27/04/10#05/12/14-27/04/10#16/12/14-27/04/10#08/01/15-27/04/10#09/02/18-27/04/10#29/05/20-27/04/10,0#1#0#1#1#2#0#1#0#1#1#2,0#2#17#2#2#2#1#2#1#2#1#4,0#112#876#3#16#128#72#17#63#27#72#34,0#108#624#5#14#120#68#16#59#27#68#34,0#5#2#1#7#1#15#5#1#14#1#48,0#5#2#1#7#1#15#5#1#14#1#48,0#0#0#0#0#0#0#0#1#0#0#0,0#0#1#1#1#0#1#1#1#1#0#0,0#0#1#1#1#0#1#1#1#1#0#0,1556.json
3058,4#4,4#4,4#4,0.0#0.0,0.3403933644294739#0.3403933644294739,0.9264170095725266#0.9264170095725266,0#0,0#0,0#0,1#1,1#1,2.0#2.0,0#0,0#0,0#0,13.0#13.0,2.0#2.0,16.0#16.0,4.0#4.0,15.0#15.0,20.0#20.0,78.13781#78.13781,13.0#13.0,1015.7915#1015.7915,56.43286#56.43286,0.026045937#0.026045937,125.64796447753906#125.64796447753906,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,0#0,0#0,0#0,jfarcand#jfarcand,0#1237,653#1891,09/02/12-27/04/10#01/07/15-27/04/10,0#0,0#0,0#0,0#0,0#119,0#41,0#0,0#1,0#1,629.json
2276,3,3,3,0,0.136963218450546,0.947298713924982,0,0,0,1,1,1.89,0,0,0,9,2,10,2,11,12,41.51318,4.5,186.80931,10.378295,0.013837727,133.597229003906,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,1436,02/04/14-27/04/10,0,0,0,0,0,0,0,0,0,1646.json
2387,11,10,10,0,0.291199386119843,0.0024379358882905,1,1,2,2,2,2.8,1,5,5,27,8,55,19,35,74,379.56693,32.0625,12169.864,676.1036,0.1265223,102.355163574219,0,0,0,1,0,0,0,0,1,2,1,1,jfarcand,0,1324,11/12/13-27/04/10,0,0,0,0,0,0,0,0,0,2987.json
2242,6,6,6,0,0.368162006139755,0.823498265550237,0,0,0,1,1,1.89,0,0,0,11,6,24,9,17,33,134.88628,8.25,1112.8118,61.822876,0.044962093,116.240447998047,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,1470,06/05/14-27/04/10,0,0,0,0,0,0,0,0,0,884.json
2035,3,3,3,0,0.663417398929596,0.909927373990671,0,0,0,1,1,1.89,0,1,1,12,2,14,2,14,16,60.91768,6,365.50607,20.305893,0.020305892,131.602966308594,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,1676,28/11/14-27/04/10,0,0,0,0,0,0,0,0,0,885.json
2690,3#3,3#3,3#3,0.0#0.0,0.31792959570884705#0.30550694465637207,0.8903414842135421#0.8749771773450007,0#0,0#0,0#0,1#1,1#1,1.89#1.89,0#0,0#0,0#0,11.0#11.0,2.0#2.0,12.0#12.0,3.0#3.0,13.0#13.0,15.0#15.0,55.506596#55.506596,8.25#8.25,457.9294#457.9294,25.440523#25.440523,0.018502198#0.018502198,132.086669921875#132.086669921875,0#0,1#0,0#0,0#1,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,jfarcand#jfarcand,0#414,1021#1436,11/02/13-27/04/10#02/04/14-27/04/10,0#1,0#2,0#7,0#7,0#15,0#15,0#0,0#0,0#0,1601.json
3710,2#3#3#3#3#3,2#2#3#3#3#3,2#2#3#3#3#3,0.0#0.0#0.0#0.0#0.0#0.0,0.763077974319458#0.9878419637680054#0.23966772854328156#0.775968611240387#0.4675348997116089#0.4675348997116089,0.9585581492224036#0.9840686066668022#0.9192249068777152#0.9135932246416483#0.9380343279629549#0.9380343279629549,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,1#1#1#1#1#1,0.0#0.0#1.89#1.89#1.89#1.89,0#0#0#0#0#0,0#0#0#1#1#1,0#0#0#1#1#1,7.0#7.0#11.0#10.0#9.0#9.0,1.0#1.0#1.0#4.0#2.0#2.0,8.0#8.0#14.0#12.0#12.0#12.0,1.0#1.0#1.0#4.0#2.0#2.0,8.0#8.0#12.0#14.0#11.0#11.0,9.0#9.0#15.0#16.0#14.0#14.0,27.0#27.0#53.77444#60.91768#48.432045#48.432045,3.5#3.5#5.5#5.0#4.5#4.5,94.5#94.5#295.75943#304.58838#217.9442#217.9442,5.25#5.25#16.43108#16.921577#12.108011#12.108011,0.009#0.009#0.017924814#0.020305892#0.016144015#0.016144015,142.4026641845703#142.4026641845703#132.25152587890625#131.60296630859375#132.79563903808594#132.79563903808594,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand,0#561#669#698#1019#1889,2#563#671#700#1021#1891,29/04/10-27/04/10#11/11/11-27/04/10#27/02/12-27/04/10#27/03/12-27/04/10#11/02/13-27/04/10#01/07/15-27/04/10,0#0#1#1#3#0,0#0#2#2#6#0,0#9#54#31#31#0,0#0#47#31#22#0,0#56#37#37#37#119,0#11#37#37#37#41,0#0#0#0#0#0,0#0#0#1#0#1,0#0#0#1#0#1,681.json
3019,3,3,3,0,0.657332003116608,0.939032991024051,0,0,0,1,1,1.89,0,1,1,10,2,13,2,12,15,53.77444,5,268.8722,14.937344,0.017924814,132.251525878906,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,693,20/03/12-27/04/10,0,0,0,0,0,0,0,0,0,2850.json
2117,9#11#13#13,9#11#12#12,9#11#13#13,0.0#0.0#0.0#0.0,0.010271056555211544#0.002478382783010602#0.0012415805831551552#0.0012798954267054796,0.005786045667352143#2.1273735014618595E-4#6.419544121013613E-6#6.0247374175742856E-6,0#2#5#5,0#1#3#3,0#3#8#8,3#4#4#4,3#4#4#4,4.26#5.51#5.77#5.77,2#3#3#3,3#6#8#8,3#6#8#8,28.0#33.0#38.0#38.0,10.0#10.0#11.0#11.0,50.0#68.0#81.0#81.0,15.0#18.0#25.0#25.0,38.0#43.0#49.0#49.0,65.0#86.0#106.0#106.0,341.1153#466.65878#595.15924#595.15924,21.0#29.699999#43.181816#43.181816,7163.4214#13859.766#25700.057#25700.057,397.96786#769.987#1427.7809#1427.7809,0.1137051#0.15555292#0.19838642#0.19838642,104.38741302490234#99.27698516845703#95.305908203125#95.305908203125,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1#1#1#1,0#0#0#0,0#0#0#0,0#0#0#0,3#3#4#4,1#1#1#1,0#0#1#1,0#0#1#1,jfarcand#Allen xiang#jfarcand#jfarcand,0#160#192#204,1595#1755#1787#1799,08/09/14-27/04/10#15/02/15-27/04/10#19/03/15-27/04/10#31/03/15-27/04/10,0#7#4#1,0#12#6#2,0#141#141#17,0#134#116#17,0#3#10#9,0#3#10#9,0#0#1#1,0#0#1#1,0#0#1#1,2310.json
2743,8#9#13#13#13#13#13,8#9#13#13#13#13#13,8#9#13#13#13#13#13,0.0#0.0#0.0#0.0#0.0#0.0#0.0,0.18295447528362274#0.15371981263160706#0.0071439072489738464#0.005413847975432873#0.002927904250100255#7.904676022008061E-4#0.0015280692605301738,0.1664774711671046#0.07214640427249679#1.495313764249198E-4#5.2626361740534805E-5#2.1245243515228057E-5#9.843010378865484E-6#1.7337570897805223E-5,2#0#0#0#0#0#0,1#0#0#0#0#0#0,3#0#0#0#0#0#0,3#3#4#4#4#4#4,3#3#4#4#4#4#4,3.87#4.26#5.07#5.07#5.07#5.07#5.07,2#2#3#3#3#3#3,3#3#6#7#7#7#7,3#3#6#7#7#7#7,23.0#24.0#33.0#34.0#34.0#34.0#34.0,6.0#9.0#12.0#13.0#14.0#14.0#14.0,38.0#43.0#76.0#79.0#81.0#84.0#82.0,10.0#12.0#17.0#18.0#20.0#21.0#20.0,29.0#33.0#45.0#47.0#48.0#48.0#48.0,48.0#55.0#93.0#97.0#101.0#105.0#102.0,233.1831#277.44168#510.74234#538.7951#564.0812#586.421#569.66614,19.166666#16.0#23.375#23.538462#24.285715#25.5#24.285715,4469.343#4439.067#11938.603#12682.408#13699.115#14953.736#13834.75,248.29681#246.61482#663.2557#704.57825#761.06195#830.7631#768.5972,0.077727705#0.09248056#0.17024745#0.17959836#0.18802705#0.19547367#0.18988872,108.2735595703125#105.46178436279297#96.101318359375#95.82328033447266#95.58479309082031#95.38282012939453#95.53356170654297,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,2#1#0#0#0#0#0,1#1#3#3#3#3#3,0#0#0#0#0#0#0,0#0#0#0#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand,0#145#147#284#342#385#2716,968#1114#1116#1253#1310#1353#3685,20/12/12-27/04/10#15/05/13-27/04/10#17/05/13-27/04/10#01/10/13-27/04/10#27/11/13-27/04/10#09/01/14-27/04/10#29/05/20-27/04/10,0#6#10#1#3#1#2,0#11#16#2#6#2#4,0#183#211#25#18#15#19,0#175#196#24#18#15#19,0#24#13#36#8#51#101,0#19#13#36#8#51#101,0#0#0#0#0#0#0,0#0#0#1#1#1#0,0#0#0#1#1#1#0,3121.json
3060,3#3#3,3#3#3,3#3#3,0.0#0.0#0.0,0.2866016626358032#0.28483250737190247#0.4005580246448517,0.8420598391846582#0.887511318178831#0.8861100525439973,0#0#0,0#0#0,0#0#0,1#1#1,1#1#1,3.77#1.89#1.89,0#0#0,1#1#1,1#1#1,10.0#10.0#10.0,2.0#2.0#2.0,13.0#13.0#13.0,2.0#2.0#2.0,12.0#12.0#12.0,15.0#15.0#15.0,53.77444#53.77444#53.77444,5.0#5.0#5.0,268.8722#268.8722#268.8722,14.937344#14.937344#14.937344,0.017924814#0.017924814#0.017924814,132.25152587890625#132.25152587890625#132.25152587890625,0#0#0,0#0#0,0#0#0,1#1#1,0#0#0,0#0#0,1#1#1,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,Sebastien Dionne#jfarcand#jfarcand,0#3#23,651#654#674,07/02/12-27/04/10#10/02/12-27/04/10#01/03/12-27/04/10,0#3#1,0#6#2,0#16#15,0#0#15,0#14#28,0#6#28,0#0#0,0#0#0,0#0#0,754.json
742,7,7,7,0,0.622332155704498,0.737970679297946,0,0,0,2,2,3.02,1,1,1,16,5,26,7,21,33,144.94647,11.2,1623.4005,90.18892,0.04831549,113.13916015625,0,1,0,0,1,0,0,0,2,0,0,0,Aki Yoshida,0,2970,14/06/18-27/04/10,0,0,0,0,0,0,0,0,0,1790.json
3710,7#8#8#6,7#8#8#3,7#8#8#6,0.0#0.0#0.0#0.0,0.026166290044784546#0.008956839330494404#0.0068108560517430305#0.16058073937892914,0.16069400090928976#0.09733875667059613#0.0992337143947548#0.8676066490259007,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1#1#1#1,1.81#1.73#1.73#5.5,0#0#0#0,4#5#5#0,2#2#2#0,16.0#16.0#16.0#11.0,4.0#4.0#4.0#3.0,33.0#37.0#37.0#14.0,12.0#15.0#15.0#9.0,20.0#20.0#20.0#14.0,45.0#52.0#52.0#23.0,194.48676#224.74026#224.74026#87.56916,24.0#30.0#30.0#16.5,4667.682#6742.208#6742.208#1444.8911,259.31567#374.5671#374.5671#80.27173,0.06482892#0.07491342#0.07491342#0.02918972,111.84036254882812#108.92533111572266#108.92533111572266#118.48686981201172,1#1#1#1,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#0,0#0#0#0,0#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand,0#1104#1215#3683,2#1106#1217#3685,29/04/10-27/04/10#07/05/13-27/04/10#26/08/13-27/04/10#29/05/20-27/04/10,0#1#1#4,0#1#2#10,0#105#21#119,0#101#21#120,0#17#3#101,0#14#3#101,0#0#0#0,0#1#1#0,0#1#1#0,2944.json
1821,12,13,12,0,0.158656075596809,0.330361441657043,2,2,4,2,2,5.42,2,2,2,24,8,44,12,32,56,280,18,5040,280,0.093333334,100.983604431152,0,0,0,1,0,0,0,0,1,0,0,0,jfarcand,0,1891,01/07/15-27/04/10,0,0,0,0,0,0,0,0,0,319.json
