Age,SLOCAsItIs,SLOCNoCommentPrettyPrinter,SLOCStandard,CommentCodeRation,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,McCabeWOCases,IndentSTD,MaximumBlockDepth,totalFanOut,uniqueFanOut,n1,n2,N1,N2,Vocabulary,Length,Volume,Difficulty,Effort,Time,HalsteadBugs,MaintainabilityIndex,isPrivate,isProtected,isDefault,isPublic,isStatic,isAbstract,isGetterSetter,SATD,Parameters,LocalVariables,EnclosedExpressions,MaxEnclosedNesting,Developers,ChangeAtMethodAge,ProjectAge,CommitDate-ProjectFirstDate,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledCommit,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file
1136,5,4,4,0,0.0488770417869091,0.124001863974741,0,0,0,1,1,2,0,3,3,20,5,32,9,25,41,190.3981,18,3427.1658,190.3981,0.063466035,121.016624450684,0,0,0,1,0,0,0,0,2,0,0,0,Shani Elharrar,0,2576,16/05/17-27/04/10,0,0,0,0,0,0,0,0,0,2792.json
3710,4,3,4,0,0.0838844329118729,0.707288281035186,0,0,0,1,1,3.32,0,1,1,15,3,19,5,18,24,100.0782,12.5,1250.9775,69.49875,0.0333594,124.361083984375,0,0,0,1,0,0,0,0,2,0,0,0,jfarcand,0,2,29/04/10-27/04/10,0,0,0,0,0,0,0,0,0,1304.json
2611,8,7,7,0,0.268090516328812,0.100979813379942,0,0,0,2,2,2.56,1,7,7,22,5,41,8,27,49,232.98949,17.6,4100.615,227.81195,0.07766316,110.671089172363,0,0,0,1,0,0,0,0,1,1,0,0,jfarcand,0,1101,02/05/13-27/04/10,0,0,0,0,0,0,0,0,0,1606.json
2242,16,14,15,0,0,5.47252899446897E-07,4,5,9,6,6,4.95,2,10,9,33,14,90,36,47,126,699.8782,42.42857,29694.83,1649.7128,0.23329273,91.6848754882813,0,0,0,1,0,0,0,0,3,0,0,0,jfarcand,0,1470,06/05/14-27/04/10,0,0,0,0,0,0,0,0,0,854.json
3710,4#5,4#6,4#5,0.0#0.0,0.8218067288398743#0.8119590878486633,0.9127388771935347#0.7964537322449323,0#1,0#1,0#2,1#2,1#2,2.0#1.96,0#0,1#2,1#2,12.0#14.0,3.0#4.0,16.0#23.0,4.0#5.0,15.0#18.0,20.0#28.0,78.13781#116.757904,8.0#8.75,625.1025#1021.63165,34.727917#56.757313,0.026045937#0.0389193,125.64796447753906#119.71456909179688,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,0#0,0#0,0#0,jfarcand#jfarcand,0#561,2#563,29/04/10-27/04/10#11/11/11-27/04/10,0#1,0#1,0#38,0#42,0#18,0#18,0#0,0#1,0#1,1702.json
2703,3,3,3,0,0.594850659370422,0.871010911736041,0,0,0,1,1,1.89,0,1,1,11,3,14,4,14,18,68.53239,7.3333335,502.57086,27.920603,0.022844128,130.990493774414,0,0,0,1,0,0,0,0,1,0,0,0,jfarcand,0,1008,29/01/13-27/04/10,0,0,0,0,0,0,0,0,0,531.json
2052,3,3,3,0,0.559029877185822,0.89312937504493,0,0,0,1,1,1.89,0,1,1,11,2,13,2,13,15,55.506596,5.5,305.2863,16.96035,0.018502198,132.086669921875,0,0,0,1,0,0,1,0,0,0,0,0,Jeanfrancois Arcand,0,1659,11/11/14-27/04/10,0,0,0,0,0,0,0,0,0,2093.json
2276,3,3,3,0,0.314919382333756,0.941141535418113,0,0,0,1,1,1.89,0,0,0,9,2,10,2,11,12,41.51318,4.5,186.80931,10.378295,0.013837727,133.597229003906,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,1436,02/04/14-27/04/10,0,0,0,0,0,0,0,0,0,1639.json
2592,3,3,3,0,0.079782672226429,0.300699454762013,0,0,0,1,1,1.89,0,3,3,16,5,22,6,21,28,122.984886,9.6,1180.6549,65.59194,0.04099496,127.949760437012,0,0,0,1,0,0,0,0,1,0,0,0,jfarcand,0,1120,21/05/13-27/04/10,0,0,0,0,0,0,0,0,0,2240.json
2242,10,9,9,0,0.3793004155159,0.33153950263437,1,1,2,3,3,2.95,1,3,3,20,7,37,11,27,48,228.2346,15.714285,3586.5437,199.25243,0.0760782,106.477020263672,0,1,0,0,0,0,0,0,1,1,0,0,jfarcand,0,1470,06/05/14-27/04/10,0,0,0,0,0,0,0,0,0,862.json
2276,3,3,3,0,0.662691831588745,0.944187631743081,0,0,0,1,1,1.89,0,0,0,9,2,10,2,11,12,41.51318,4.5,186.80931,10.378295,0.013837727,133.597229003906,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,1436,02/04/14-27/04/10,0,0,0,0,0,0,0,0,0,1561.json
3710,9#9#10#10#4#7,9#9#10#10#4#7,8#8#9#9#4#7,0.0#0.0#0.0#0.0#0.0#0.0,0.36254799365997314#0.34985315799713135#0.31125375628471375#0.21631865203380585#0.7623686790466309#0.7014057636260986,0.021165638692627425#0.02088856048998565#0.016395920567096926#0.00689059043722224#0.8727399173769173#0.8599584885039064,2#2#2#2#0#1,2#2#2#2#0#1,4#4#4#4#0#2,3#3#3#3#1#2,3#3#3#3#1#2,2.83#2.83#2.67#2.67#2.0#2.56,1#1#1#1#0#1,5#5#5#6#1#3,5#5#5#6#1#3,24.0#24.0#26.0#27.0#13.0#16.0,7.0#7.0#7.0#7.0#3.0#3.0,48.0#48.0#51.0#54.0#17.0#26.0,12.0#12.0#12.0#13.0#3.0#3.0,31.0#31.0#33.0#34.0#16.0#19.0,60.0#60.0#63.0#67.0#20.0#29.0,297.2518#297.2518#317.7968#340.86002#80.0#123.1899,20.571428#20.571428#22.285715#25.071428#6.5#8.0,6114.894#6114.894#7082.329#8545.848#520.0#985.5192,339.71634#339.71634#393.46274#474.76932#28.88889#54.75107,0.09908393#0.09908393#0.10593227#0.113620006#0.026666667#0.0410633,107.01123046875#107.01123046875#104.755615234375#104.39131164550781#125.5254898071289#113.98487091064453,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,2#2#2#2#1#1,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,jfarcand#Patrick#jfarcand#jfarcand#jfarcand#jfarcand,0#253#679#1036#1113#1119,2#255#681#1038#1115#1121,29/04/10-27/04/10#07/01/11-27/04/10#08/03/12-27/04/10#28/02/13-27/04/10#16/05/13-27/04/10#22/05/13-27/04/10,0#1#2#1#2#3,0#2#3#2#10#3,0#5#38#31#294#67,0#5#34#31#281#55,0#69#10#3#2#2,0#69#10#3#2#2,0#0#0#0#0#0,0#0#1#1#0#0,0#0#1#1#0#0,1344.json
3163,3,3,3,0,0.683356106281281,0.918548163266697,0,0,0,1,1,1.89,0,1,1,11,2,14,2,13,16,59.207035,5.5,325.6387,18.09104,0.019735679,131.751068115234,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,549,28/10/11-27/04/10,0,0,0,0,0,0,0,0,0,2363.json
3291,18#18#18#17#17#18#16#6#9,16#16#16#15#15#15#15#6#9,16#16#16#15#15#16#14#6#9,0.0625#0.0625#0.0625#0.06666666666666667#0.06666666666666667#0.0625#0.07142857142857142#0.0#0.0,0.011487053707242012#0.01809890940785408#0.022932732477784157#0.03426748514175415#0.0347839817404747#0.008281726390123367#0.019860081374645233#0.22006767988204956#0.05151732265949249,3.746039594406167E-5#3.687332666670991E-5#4.14940897841282E-5#9.818182538371843E-5#8.165015911571776E-5#4.481634503337226E-6#2.3029263817392193E-4#0.2421824778622026#7.712298864942757E-4,5#5#5#5#5#6#4#2#4,5#5#5#5#5#6#4#2#4,10#10#10#10#10#12#8#4#8,5#5#5#5#5#5#5#2#3,5#5#5#5#5#5#5#2#3,5.27#5.27#5.27#5.39#5.39#5.83#4.73#2.75#3.77,3#3#3#3#3#3#3#1#2,11#11#11#10#11#13#10#5#9,10#10#10#9#10#12#10#5#9,32.0#32.0#32.0#31.0#32.0#35.0#32.0#17.0#27.0,14.0#14.0#14.0#13.0#12.0#15.0#12.0#4.0#9.0,83.0#83.0#82.0#78.0#80.0#90.0#76.0#34.0#60.0,25.0#25.0#25.0#23.0#22.0#26.0#19.0#7.0#15.0,46.0#46.0#46.0#44.0#44.0#50.0#44.0#21.0#36.0,108.0#108.0#107.0#101.0#102.0#116.0#95.0#41.0#75.0,596.5447#596.5447#591.0211#551.4026#556.862#654.6873#518.646#180.085#387.7444,28.571428#28.571428#28.571428#27.423077#29.333334#30.333334#25.333334#14.875#22.5,17044.133#17044.133#16886.318#15121.155#16334.619#19858.85#13139.032#2678.7644#8724.249,946.89624#946.89624#938.1288#840.0642#907.4788#1103.2694#729.9462#148.82025#484.6805,0.19884823#0.19884823#0.19700705#0.18380086#0.18562067#0.2182291#0.172882#0.060028337#0.12924813,91.70005798339844#91.70005798339844#91.7484359741211#93.15476989746094#93.1035385131836#91.21644592285156#94.5909194946289#114.5076675415039#103.72116088867188,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1#1#1#1#1#1#1#0#1,0#0#0#0#0#1#0#0#0,0#0#0#0#0#1#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand,0#107#132#211#316#600#904#947#1247,421#528#553#632#737#1021#1325#1368#1668,22/06/11-27/04/10#07/10/11-27/04/10#01/11/11-27/04/10#19/01/12-27/04/10#03/05/12-27/04/10#11/02/13-27/04/10#12/12/13-27/04/10#24/01/14-27/04/10#20/11/14-27/04/10,0#2#1#0#1#3#1#4#4,0#4#2#1#2#5#4#18#5,0#32#12#38#2#98#218#493#210,0#32#12#34#2#74#170#397#198,0#28#3#5#47#1#10#28#13,0#28#3#5#46#1#10#28#13,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#1#1,0#0#0#0#0#0#0#1#1,2888.json
2974,4#3#3,4#3#3,4#3#3,0.0#0.0#0.0,0.0070747802965343#0.001134937978349626#0.03942778334021568,0.27822231780110784#0.24789883344899988#0.4715963542319184,0#0#0,0#0#0,0#0#0,1#1#1,1#1#1,2.0#1.89#1.89,0#0#0,1#1#0,1#1#0,17.0#16.0#17.0,5.0#5.0#4.0,26.0#24.0#21.0,7.0#7.0#4.0,22.0#21.0#21.0,33.0#31.0#25.0,147.16124#136.16183#109.80793,11.9#11.2#8.5,1751.2188#1525.0126#933.36743,97.28993#84.72292#51.853745,0.049053747#0.04538728#0.036602642,122.3560791015625#127.42049407958984#128.53907775878906,0#0#0,0#0#0,0#0#0,1#1#1,0#0#0,0#0#0,0#0#0,0#0#0,4#4#4,0#0#0,0#0#0,0#0#0,jfarcand#jfarcand#jfarcand,0#0#130,738#738#868,04/05/12-27/04/10#04/05/12-27/04/10#11/09/12-27/04/10,0#1#1,0#3#2,0#28#23,0#24#25,0#5#52,0#5#50,0#0#0,0#0#1,0#0#1,565.json
1994,4,4,4,0,0.310272634029388,0.843262117012675,0,0,0,1,1,2,0,0,0,13,2,16,4,15,20,78.13781,13,1015.7915,56.43286,0.026045937,125.647964477539,0,0,0,1,0,0,0,0,1,0,0,0,jfarcand,0,1717,08/01/15-27/04/10,0,0,0,0,0,0,0,0,0,1671.json
2394,6#6,6#6,6#6,0.0#0.0,0.71800696849823#0.7207425236701965,0.24703113954156397#0.1932562863803058,1#1,1#1,2#2,2#2,2#2,2.48#2.75,1#1,2#2,2#2,16.0#17.0,7.0#7.0,26.0#27.0,10.0#10.0,23.0#24.0,36.0#37.0,162.84824#169.6436,11.428572#12.142858,1861.1228#2059.958,103.39571#114.44211,0.054282747#0.056547865,115.03083801269531#114.8182601928711,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,1#1,0#0,0#0,jfarcand#jfarcand,0#397,1317#1714,04/12/13-27/04/10#05/01/15-27/04/10,0#1,0#2,0#6,0#1,0#1,0#1,0#0,0#1,0#1,1876.json
202,2,2,2,0,0.456071227788925,0.845645186595258,0,0,0,1,1,0,0,0,0,10,3,11,3,13,14,51.806156,5,259.0308,14.390599,0.01726872,139.013961791992,0,0,0,1,0,0,0,0,2,0,0,0,Michal Chomo,0,3509,05/12/19-27/04/10,0,0,0,0,0,0,0,0,0,2043.json
1499,3,3,3,0,0.784934461116791,0.117527767751335,0,0,0,1,1,1.89,0,0,0,19,5,25,11,24,36,165.05864,20.9,3449.7256,191.65143,0.055019546,126.419715881348,0,1,0,0,1,0,0,0,1,0,1,1,Aki Yoshida,0,2213,18/05/16-27/04/10,0,0,0,0,0,0,0,0,0,1787.json
3710,3,3,3,0,0.879322290420532,0.703799708755375,0,0,0,1,1,1.89,0,3,3,13,4,19,5,17,24,98.099106,8.125,797.05524,44.280846,0.0326997,129.125396728516,0,0,0,1,0,0,0,0,1,0,0,0,jfarcand,0,2,29/04/10-27/04/10,0,0,0,0,0,0,0,0,0,2270.json
3050,22#22#22#22,15#15#15#15,20#20#20#20,0.0#0.0#0.0#0.0,0.0#0.0#0.0#0.0,4.624294178608367E-8#4.4995915173215826E-8#4.4995915173215826E-8#4.5063299460151705E-8,3#3#3#3,3#3#3#3,6#6#6#6,5#5#5#5,5#5#5#5,4.05#4.05#4.05#4.05,2#2#2#2,27#27#27#27,8#8#8#8,24.0#24.0#24.0#24.0,12.0#12.0#12.0#12.0,114.0#114.0#114.0#114.0,51.0#51.0#51.0#51.0,36.0#36.0#36.0#36.0,165.0#165.0#165.0#165.0,853.03766#853.03766#853.03766#853.03766,51.0#51.0#51.0#51.0,43504.92#43504.92#43504.92#43504.92,2416.9402#2416.9402#2416.9402#2416.9402,0.2843459#0.2843459#0.2843459#0.2843459,86.22535705566406#86.22535705566406#86.22535705566406#86.22535705566406,1#1#1#1,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,2#2#2#2,0#0#0#0,0#0#0#0,jfarcand#Thanh Phú#jfarcand#jfarcand,0#1122#1229#3029,661#1784#1891#3691,17/02/12-27/04/10#16/03/15-27/04/10#01/07/15-27/04/10#04/06/20-27/04/10,0#5#0#1,0#10#0#2,0#9#0#6,0#9#0#6,0#1#119#31,0#1#41#31,0#0#0#0,0#0#1#0,0#0#1#0,674.json
3710,10#9,10#8,10#9,0.0#0.0,0.009878448210656643#0.3623610734939575,0.013133414542285114#0.5827512636663209,0#0,0#0,0#0,3#2,3#2,2.8#2.67,1#1,6#3,4#3,19.0#17.0,9.0#8.0,52.0#31.0,16.0#10.0,28.0#25.0,68.0#41.0,326.90015#190.3981,16.88889#10.625,5520.9805#2022.9799,306.72113#112.38777,0.108966716#0.063466035,102.90191650390625#107.64955139160156,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,jfarcand#Patrick,0#253,2#255,29/04/10-27/04/10#07/01/11-27/04/10,0#4,0#9,0#153,0#139,0#69,0#69,0#0,0#0,0#0,11.json
2690,51#49#30#25#25#24#24#25#26,39#37#25#22#22#21#21#21#22,43#41#26#23#23#22#22#23#24,0.023255813953488372#0.024390243902439025#0.038461538461538464#0.0#0.0#0.0#0.0#0.0#0.0,0.0#0.0#0.014982784166932106#0.010847476311028004#0.012339677661657333#0.019919153302907944#0.015388630330562592#0.00181210704613477#0.0016198428347706795,5.074087209868784E-16#1.626264231434488E-14#1.1974864738497043E-7#2.5249405379021175E-7#3.0462360347565826E-7#1.6668892176159656E-6#6.314017151761883E-7#4.3435446578634745E-9#1.5952786008836988E-9,6#6#4#3#3#3#3#5#5,6#6#4#3#3#3#3#4#4,12#12#8#6#6#6#6#9#9,9#9#6#5#5#5#5#5#5,9#9#6#5#5#5#5#5#5,6.09#6.19#6.33#6.77#6.77#6.65#6.65#7.04#7.11,4#4#4#4#4#4#4#4#4,27#27#16#15#15#13#12#18#19,18#18#16#15#15#13#12#15#16,56.0#55.0#44.0#43.0#43.0#41.0#40.0#44.0#45.0,28.0#26.0#18.0#16.0#16.0#15.0#16.0#17.0#18.0,213.0#202.0#123.0#114.0#113.0#106.0#110.0#132.0#136.0,63.0#56.0#33.0#30.0#30.0#28.0#29.0#31.0#33.0,84.0#81.0#62.0#59.0#59.0#56.0#56.0#61.0#63.0,276.0#258.0#156.0#144.0#143.0#134.0#139.0#163.0#169.0,1764.2795#1635.6813#928.8547#847.10065#841.21796#778.18555#807.22235#966.7102#1010.16034,63.0#59.230774#40.333336#40.3125#40.3125#38.266666#36.25#40.117645#41.25,111149.61#96882.664#37463.81#34148.746#33911.598#29778.566#29261.81#38782.137#41669.113,6174.9785#5382.37#2081.3228#1897.1526#1883.9777#1654.3647#1625.6561#2154.5632#2314.9507,0.58809316#0.5452271#0.30961823#0.28236687#0.280406#0.25939518#0.2690741#0.32223675#0.3367201,69.12596893310547#70.29109954833984#81.30228424072266#83.9975357055664#84.03376770019531#85.15889739990234#84.96839904785156#83.31072235107422#82.39263153076172,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,7#6#4#4#4#4#4#4#4,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand#Norman Franke#jfarcand#jfarcand#jfarcand#jfarcand,0#10#36#86#219#231#332#399#697,1021#1031#1058#1108#1241#1253#1353#1421#1718,11/02/13-27/04/10#21/02/13-27/04/10#20/03/13-27/04/10#09/05/13-27/04/10#19/09/13-27/04/10#01/10/13-27/04/10#09/01/14-27/04/10#18/03/14-27/04/10#09/01/15-27/04/10,0#1#0#0#2#0#2#2#1,0#4#19#5#4#1#4#3#1,0#210#936#197#30#70#98#159#49,0#202#803#144#30#66#71#131#45,0#3#3#2#33#36#51#2#3,0#3#3#2#33#36#51#2#3,0#0#0#0#0#0#0#0#0,0#1#1#0#0#1#1#1#1,0#1#1#0#0#1#1#1#1,1520.json
2281,3,3,3,0,0.517684876918793,0.902287843776214,0,0,0,1,1,1.89,0,0,0,11,2,12,3,13,15,55.506596,8.25,457.9294,25.440523,0.018502198,132.086669921875,0,0,0,1,0,0,0,0,0,0,0,0,jfarcand,0,1431,28/03/14-27/04/10,0,0,0,0,0,0,0,0,0,2189.json
2702,3,3,3,0,0.0579976551234722,0.704188232987632,0,0,0,1,1,1.89,0,1,1,10,6,16,7,16,23,92,5.833333,536.6666,29.814812,0.030666666,129.459182739258,0,0,0,0,0,0,0,0,1,0,0,0,jfarcand,0,1009,30/01/13-27/04/10,0,0,0,0,0,0,0,0,0,3065.json
3710,32#43#32#43#42#37#43#43#43#45#46#78#78#78#78#80,26#36#26#36#30#30#34#34#34#36#37#69#69#69#69#71,27#37#27#37#35#30#34#34#34#36#37#67#67#67#67#69,0.1111111111111111#0.08108108108108109#0.1111111111111111#0.08108108108108109#0.08571428571428572#0.1#0.11764705882352941#0.11764705882352941#0.11764705882352941#0.1111111111111111#0.10810810810810811#0.04477611940298507#0.04477611940298507#0.04477611940298507#0.04477611940298507#0.043478260869565216,0.0013969786232337356#1.505760010331869E-4#0.0013969786232337356#1.505760010331869E-4#0.0022382275201380253#0.002055318560451269#5.532524082809687E-4#6.966909277252853E-4#5.243528285063803E-4#1.3372537796385586E-4#0.0#0.0#0.0#0.0#0.0#0.0,2.6410833199092127E-8#3.512378221760851E-11#2.6410833199092127E-8#3.512378221760851E-11#9.159936107878309E-8#8.905511735281393E-9#3.8067707862774556E-10#3.7980508897878127E-10#4.891016228037083E-11#1.9302140966589767E-13#5.646978882185182E-14#4.887521765681494E-22#4.90714758648577E-22#2.0596921917637201E-22#3.93137347713808E-22#1.8966938296121463E-23,5#7#5#7#6#6#7#7#8#8#8#9#9#9#9#9,8#10#8#10#7#7#9#9#10#11#11#13#13#13#13#13,13#17#13#17#13#13#16#16#18#19#19#22#22#22#22#22,8#11#8#11#8#8#9#9#9#9#9#15#15#15#15#15,8#11#8#11#8#8#9#9#9#9#9#15#15#15#15#15,4.8#5.75#4.8#5.75#5.48#5.59#5.28#5.28#5.28#5.15#5.09#6.67#6.67#6.67#6.67#6.8,4#6#4#6#5#5#5#5#5#5#5#6#6#6#6#6,14#18#14#18#15#15#16#16#17#21#22#31#31#35#35#37,10#12#10#12#11#12#13#13#13#15#15#19#19#21#21#21,35.0#41.0#35.0#41.0#39.0#40.0#43.0#43.0#43.0#47.0#47.0#59.0#59.0#61.0#61.0#61.0,20.0#24.0#20.0#24.0#20.0#20.0#23.0#23.0#25.0#25.0#25.0#33.0#33.0#31.0#30.0#30.0,124.0#160.0#124.0#160.0#134.0#134.0#151.0#151.0#157.0#180.0#185.0#292.0#292.0#300.0#299.0#309.0,49.0#63.0#49.0#63.0#52.0#52.0#58.0#58.0#60.0#65.0#68.0#95.0#95.0#91.0#90.0#98.0,55.0#65.0#55.0#65.0#59.0#60.0#66.0#66.0#68.0#72.0#72.0#92.0#92.0#92.0#91.0#91.0,173.0#223.0#173.0#223.0#186.0#186.0#209.0#209.0#217.0#245.0#253.0#387.0#387.0#391.0#389.0#407.0,1000.17523#1342.988#1000.17523#1342.988#1094.1716#1098.6816#1263.2783#1263.2783#1320.9795#1511.6317#1560.9911#2524.6184#2524.6184#2550.7126#2531.5322#2648.6726,42.875#53.8125#42.875#53.8125#50.699997#52.0#54.217392#54.217392#51.600002#61.1#63.920002#84.92425#84.92425#89.53226#91.5#99.63333,42882.51#72269.55#42882.51#72269.55#55474.5#57131.445#68491.66#68491.66#68162.55#92360.695#99778.555#214401.31#214401.31#228371.06#231635.2#263896.06,2382.3618#4014.9749#2382.3618#4014.9749#3081.9167#3173.9692#3805.092#3805.092#3786.808#5131.15#5543.253#11911.184#11911.184#12687.281#12868.622#14660.893,0.33339176#0.44766268#0.33339176#0.44766268#0.3647239#0.3662272#0.42109278#0.42109278#0.4403265#0.5038772#0.52033037#0.84153944#0.84153944#0.85023755#0.84384406#0.8828909,79.84620666503906#72.51934051513672#79.84620666503906#72.51934051513672#75.175048828125#77.6509017944336#74.6673355102539#74.6673355102539#74.43508911132812#72.8080825805664#72.19713592529297#58.69798278808594#58.69798278808594#58.64451217651367#58.68376159667969#57.972042083740234,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2,2#2#2#2#2#2#3#3#3#3#3#5#5#5#5#5,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,jfarcand#jfarcand#jfarcand#jfarcand#Patrick#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand#jfarcand,0#60#60#60#253#516#523#526#592#595#595#600#666#735#769#3683,2#62#62#62#255#518#525#528#594#597#597#602#668#737#771#3685,29/04/10-27/04/10#28/06/10-27/04/10#28/06/10-27/04/10#28/06/10-27/04/10#07/01/11-27/04/10#27/09/11-27/04/10#04/10/11-27/04/10#07/10/11-27/04/10#12/12/11-27/04/10#15/12/11-27/04/10#15/12/11-27/04/10#20/12/11-27/04/10#24/02/12-27/04/10#03/05/12-27/04/10#06/06/12-27/04/10#29/05/20-27/04/10,0#12#1#12#15#1#6#1#1#6#1#48#1#4#1#2,0#13#13#13#31#2#6#2#2#10#1#64#2#8#2#2,0#420#420#420#304#81#316#16#70#191#62#1874#16#8#20#102,0#379#379#379#244#5#218#16#70#181#58#1702#16#8#20#94,0#3#3#2#69#2#1#28#4#1#1#12#120#47#2#101,0#3#3#2#69#2#1#28#4#1#1#12#96#46#2#101,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#1#0#1#1#0#0#0#0,0#0#0#0#0#0#0#0#1#0#1#1#0#0#0#0,2874.json
2855,7#10,7#10,7#10,0.0#0.0,0.8169587850570679#0.42798399925231934,0.3356955747980707#0.04245094177530356,1#1,1#2,2#3,2#3,2#3,3.02#2.53,1#1,2#6,2#5,16.0#21.0,7.0#7.0,28.0#43.0,11.0#14.0,23.0#28.0,39.0#57.0,176.41891#274.01923,12.571428#21.0,2217.8376#5754.404,123.2132#319.6891,0.058806304#0.091339745,112.11737823486328#103.81948852539062,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,1#1,0#0,0#0,Jeanfrancois Arcand#jfarcand,0#54,857#911,31/08/12-27/04/10#24/10/12-27/04/10,0#6,0#9,0#171,0#159,0#4,0#4,0#0,0#1,0#1,91.json
2343,22#20,22#20,22#20,0.0#0.0,0.013180222362279892#0.008782804943621159,1.9683845801503618E-4#9.20987043062532E-5,3#3,3#3,6#6,5#5,5#5,5.36#5.57,4#4,10#10,8#8,32.0#32.0,13.0#14.0,89.0#86.0,23.0#24.0,45.0#46.0,112.0#110.0,615.0876#607.5918,28.307692#27.428572,17411.709#16665.375,967.31714#925.8542,0.20502919#0.2025306,86.3819351196289#87.9897232055664,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,1#1,2#2,0#0,0#0,jfarcand#jfarcand,0#2316,1368#3685,24/01/14-27/04/10#29/05/20-27/04/10,0#2,0#6,0#78,0#70,0#101,0#101,0#0,0#0,0#0,2877.json
3166,3#3,3#3,3#3,0.0#0.0,0.046113401651382446#0.045176852494478226,0.6014869844412634#0.6506841209137892,0#0,0#0,0#0,1#1,1#1,1.89#1.89,0#0,1#1,1#1,13.0#12.0,4.0#4.0,18.0#17.0,6.0#6.0,17.0#16.0,24.0#23.0,98.099106#92.0,9.75#9.0,956.4663#828.0,53.137016#46.0,0.0326997#0.030666666,129.12539672851562#129.4591827392578,0#0,0#0,0#0,1#1,0#0,0#0,0#0,0#0,2#2,0#0,0#0,0#0,jfarcand#jfarcand,0#1220,546#1766,25/10/11-27/04/10#26/02/15-27/04/10,0#1,0#2,0#6,0#6,0#25,0#25,0#0,0#1,0#1,793.json
